subject_id,project_id,workflow_id,subject_set_id,metadata,locations,classifications_count,retired_at,retirement_reason,created_at,updated_at
109176482,30120,,127968,"{""#date_run"":""2025-05-04 11:11:46"",""prompt_id"":""1"",""#llm_model"":""openai/gpt-4.1"",""response_id"":""7"",""#temperature"":""1.0"",""prompt_image"":""prompt_1.png"",""#llm_provider"":""openai"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_1_run_0_temp_1.0_model_gpt-4.1_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/ac36b119-b292-416b-9f95-10ab0698b5e2.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/8a3ff7e6-386e-4701-bbee-39534f9810a1.png""}",0,,,2025-05-04 13:36:44 UTC,2025-05-04 13:36:44 UTC
109176483,30120,,127968,"{""#date_run"":""2025-05-04 11:16:59"",""prompt_id"":""1"",""#llm_model"":""openai/gpt-4.1"",""response_id"":""8"",""#temperature"":""1.0"",""prompt_image"":""prompt_1.png"",""#llm_provider"":""openai"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_1_run_0_temp_1.0_model_gpt-4.1_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/9e38f160-12d0-4580-9bae-d9c20535eb55.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/4369f3b8-da3b-4530-a153-db9916fff57a.png""}",0,,,2025-05-04 13:36:46 UTC,2025-05-04 13:36:46 UTC
109176484,30120,,127968,"{""#date_run"":""2025-05-04 11:19:16"",""prompt_id"":""1"",""#llm_model"":""mistral/mistral-large-2411"",""response_id"":""9"",""#temperature"":""1.0"",""prompt_image"":""prompt_1.png"",""#llm_provider"":""mistral"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_1_run_0_temp_1.0_model_mistral-large-2411_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/bb138615-0260-4a9f-b0cd-171942e6e220.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/d0662616-7a7e-495f-98f4-cf074808eee4.png""}",0,,,2025-05-04 13:36:46 UTC,2025-05-04 13:36:46 UTC
109176485,30120,,127968,"{""#date_run"":""2025-05-04 11:19:24"",""prompt_id"":""1"",""#llm_model"":""gemini/gemini-2.0-flash-001"",""response_id"":""10"",""#temperature"":""1.0"",""prompt_image"":""prompt_1.png"",""#llm_provider"":""gemini"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_1_run_0_temp_1.0_model_gemini-2.0-flash-001_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/99faa013-9216-4636-9e7a-0475dc176c38.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/5859b740-6a24-4414-80a4-7bf97d030ca8.png""}",0,,,2025-05-04 13:36:46 UTC,2025-05-04 13:36:46 UTC
109176486,30120,,127968,"{""#date_run"":""2025-05-04 11:19:37"",""prompt_id"":""1"",""#llm_model"":""openai/gpt-4.1"",""response_id"":""11"",""#temperature"":""1.0"",""prompt_image"":""prompt_1.png"",""#llm_provider"":""openai"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_1_run_0_temp_1.0_model_gpt-4.1_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/c142582b-d1a5-488c-82d9-e8ca3c1e2c95.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/937f559c-c0f5-4e17-a0a4-42a27f6cb899.png""}",0,,,2025-05-04 13:36:47 UTC,2025-05-04 13:36:47 UTC
109176487,30120,,127968,"{""#date_run"":""2025-05-04 11:20:13"",""prompt_id"":""2"",""#llm_model"":""mistral/mistral-large-2411"",""response_id"":""12"",""#temperature"":""1.0"",""prompt_image"":""prompt_2.png"",""#llm_provider"":""mistral"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_2_run_0_temp_1.0_model_mistral-large-2411_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/2f5add44-2e84-4da1-a1c5-5b9701160ea2.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/002924bc-18f1-44df-9414-e23b71ee3f1b.png""}",0,,,2025-05-04 13:36:47 UTC,2025-05-04 13:36:47 UTC
109176488,30120,,127968,"{""#date_run"":""2025-05-04 11:20:23"",""prompt_id"":""2"",""#llm_model"":""gemini/gemini-2.0-flash-001"",""response_id"":""13"",""#temperature"":""1.0"",""prompt_image"":""prompt_2.png"",""#llm_provider"":""gemini"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_2_run_0_temp_1.0_model_gemini-2.0-flash-001_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/495e2cd8-7883-4dfa-a10e-73070cdfa9fc.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/33429e0e-e27d-4409-b9ab-5ecfa526d740.png""}",0,,,2025-05-04 13:36:48 UTC,2025-05-04 13:36:48 UTC
109176489,30120,,127968,"{""#date_run"":""2025-05-04 11:20:41"",""prompt_id"":""2"",""#llm_model"":""openai/gpt-4.1"",""response_id"":""14"",""#temperature"":""1.0"",""prompt_image"":""prompt_2.png"",""#llm_provider"":""openai"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_2_run_0_temp_1.0_model_gpt-4.1_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/cf9d4552-ed05-413c-9886-0e945e4413ba.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/4fd01f8d-8042-487f-9552-99d5b82d04ca.png""}",0,,,2025-05-04 13:36:48 UTC,2025-05-04 13:36:48 UTC
109176490,30120,,127968,"{""#date_run"":""2025-05-04 11:21:25"",""prompt_id"":""3"",""#llm_model"":""mistral/mistral-large-2411"",""response_id"":""15"",""#temperature"":""1.0"",""prompt_image"":""prompt_3.png"",""#llm_provider"":""mistral"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_3_run_0_temp_1.0_model_mistral-large-2411_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/4c739cb0-aca3-4dae-800e-193920883ec3.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/069178a8-d360-455d-8b86-4385888db0e4.png""}",0,,,2025-05-04 13:36:49 UTC,2025-05-04 13:36:49 UTC
109176491,30120,,127968,"{""#date_run"":""2025-05-04 11:21:37"",""prompt_id"":""3"",""#llm_model"":""gemini/gemini-2.0-flash-001"",""response_id"":""16"",""#temperature"":""1.0"",""prompt_image"":""prompt_3.png"",""#llm_provider"":""gemini"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_3_run_0_temp_1.0_model_gemini-2.0-flash-001_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/2ed043ee-b7be-4950-bcf3-07d8e4f064e2.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/c557a489-d07b-49ff-b52c-07f2caa2daa8.png""}",0,,,2025-05-04 13:36:49 UTC,2025-05-04 13:36:49 UTC
109176492,30120,,127968,"{""#date_run"":""2025-05-04 11:21:59"",""prompt_id"":""3"",""#llm_model"":""openai/gpt-4.1"",""response_id"":""17"",""#temperature"":""1.0"",""prompt_image"":""prompt_3.png"",""#llm_provider"":""openai"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_3_run_0_temp_1.0_model_gpt-4.1_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/7168ba0d-3709-4e6c-8923-2e4922d8aa9d.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/70314d44-729c-41ef-afec-a8b6db8240fc.png""}",0,,,2025-05-04 13:36:49 UTC,2025-05-04 13:36:49 UTC
109176493,30120,,127968,"{""#date_run"":""2025-05-04 11:22:33"",""prompt_id"":""4"",""#llm_model"":""mistral/mistral-large-2411"",""response_id"":""18"",""#temperature"":""1.0"",""prompt_image"":""prompt_4.png"",""#llm_provider"":""mistral"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_4_run_0_temp_1.0_model_mistral-large-2411_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/488ad607-659e-46c7-a1d9-cc98b60b9e3e.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/a0b1d1c0-6e55-4f01-b97e-dbc92d4a1070.png""}",0,,,2025-05-04 13:36:50 UTC,2025-05-04 13:36:50 UTC
109176494,30120,,127968,"{""#date_run"":""2025-05-04 11:22:44"",""prompt_id"":""4"",""#llm_model"":""gemini/gemini-2.0-flash-001"",""response_id"":""19"",""#temperature"":""1.0"",""prompt_image"":""prompt_4.png"",""#llm_provider"":""gemini"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_4_run_0_temp_1.0_model_gemini-2.0-flash-001_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/e0beece5-6025-4eee-869f-b8e7be3d7bec.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/ffe2fe8b-8c46-436c-acb5-9813525e91d5.png""}",0,,,2025-05-04 13:36:50 UTC,2025-05-04 13:36:50 UTC
109176495,30120,,127968,"{""#date_run"":""2025-05-04 11:22:55"",""prompt_id"":""4"",""#llm_model"":""openai/gpt-4.1"",""response_id"":""20"",""#temperature"":""1.0"",""prompt_image"":""prompt_4.png"",""#llm_provider"":""openai"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_4_run_0_temp_1.0_model_gpt-4.1_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/baa800e6-7387-4f61-ad3b-59e90838a279.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/45ddf777-7611-41ad-baf7-18dee0476858.png""}",0,,,2025-05-04 13:36:51 UTC,2025-05-04 13:36:51 UTC
109176496,30120,,127968,"{""#date_run"":""2025-05-04 11:23:32"",""prompt_id"":""5"",""#llm_model"":""mistral/mistral-large-2411"",""response_id"":""21"",""#temperature"":""1.0"",""prompt_image"":""prompt_5.png"",""#llm_provider"":""mistral"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_5_run_0_temp_1.0_model_mistral-large-2411_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/5fa2a7f2-f44c-40ad-88bb-c09b1a7e7ba5.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/02575a2f-19dc-4042-ba4f-f6412de1bfab.png""}",0,,,2025-05-04 13:36:51 UTC,2025-05-04 13:36:51 UTC
109176497,30120,,127968,"{""#date_run"":""2025-05-04 11:23:44"",""prompt_id"":""5"",""#llm_model"":""gemini/gemini-2.0-flash-001"",""response_id"":""22"",""#temperature"":""1.0"",""prompt_image"":""prompt_5.png"",""#llm_provider"":""gemini"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_5_run_0_temp_1.0_model_gemini-2.0-flash-001_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/9a821d2d-40b2-4a31-9aa3-81731d01b1b8.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/0416da82-0e1d-4fe8-934c-e764d73d2efc.png""}",0,,,2025-05-04 13:36:52 UTC,2025-05-04 13:36:52 UTC
109176498,30120,,127968,"{""#date_run"":""2025-05-04 11:24:13"",""prompt_id"":""5"",""#llm_model"":""openai/gpt-4.1"",""response_id"":""23"",""#temperature"":""1.0"",""prompt_image"":""prompt_5.png"",""#llm_provider"":""openai"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_5_run_0_temp_1.0_model_gpt-4.1_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/e6c73775-034b-4596-8b66-728724ffc989.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/b82c13ce-0ad6-409d-9314-c321c1f6c9fc.png""}",0,,,2025-05-04 13:36:52 UTC,2025-05-04 13:36:52 UTC
109176499,30120,,127968,"{""#date_run"":""2025-05-04 11:24:55"",""prompt_id"":""6"",""#llm_model"":""mistral/mistral-large-2411"",""response_id"":""24"",""#temperature"":""1.0"",""prompt_image"":""prompt_6.png"",""#llm_provider"":""mistral"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_6_run_0_temp_1.0_model_mistral-large-2411_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/b582b9a5-6b2d-4da9-afb0-ea4fbf69913b.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/8faa7f1b-9723-49cb-9ae4-1772ff2e78b6.png""}",0,,,2025-05-04 13:36:53 UTC,2025-05-04 13:36:53 UTC
109176500,30120,,127968,"{""#date_run"":""2025-05-04 11:25:04"",""prompt_id"":""6"",""#llm_model"":""gemini/gemini-2.0-flash-001"",""response_id"":""25"",""#temperature"":""1.0"",""prompt_image"":""prompt_6.png"",""#llm_provider"":""gemini"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_6_run_0_temp_1.0_model_gemini-2.0-flash-001_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/7c101e3b-427c-4338-805a-7e8ebe9d8941.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/ad30bf2b-b74b-4472-931e-fe226fc91cc1.png""}",0,,,2025-05-04 13:36:53 UTC,2025-05-04 13:36:53 UTC
109176501,30120,,127968,"{""#date_run"":""2025-05-04 11:25:17"",""prompt_id"":""6"",""#llm_model"":""openai/gpt-4.1"",""response_id"":""26"",""#temperature"":""1.0"",""prompt_image"":""prompt_6.png"",""#llm_provider"":""openai"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_6_run_0_temp_1.0_model_gpt-4.1_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/ff1b0089-ddc2-4bdf-a981-2f2d86f27487.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/11818b97-fb4b-4ecf-9842-e95fd6ce5dbc.png""}",0,,,2025-05-04 13:36:53 UTC,2025-05-04 13:36:53 UTC
109176502,30120,,127968,"{""#date_run"":""2025-05-04 11:26:59"",""prompt_id"":""7"",""#llm_model"":""mistral/mistral-large-2411"",""response_id"":""27"",""#temperature"":""1.0"",""prompt_image"":""prompt_7.png"",""#llm_provider"":""mistral"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_7_run_0_temp_1.0_model_mistral-large-2411_chat_0.png"",""response_image_2"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_7_run_0_temp_1.0_model_mistral-large-2411_chat_1.png"",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/02411d19-7698-49fa-8c14-42ef2a81a0f2.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/0e3540f5-9868-457e-98ac-c3cd3a3efa8c.png"",""2"":""https://panoptes-uploads.zooniverse.org/subject_location/e02c8c4a-30e1-4c1b-97c1-d7ea6ae84d08.png""}",0,,,2025-05-04 13:36:54 UTC,2025-05-04 13:36:54 UTC
109176503,30120,,127968,"{""#date_run"":""2025-05-04 11:27:32"",""prompt_id"":""7"",""#llm_model"":""gemini/gemini-2.0-flash-001"",""response_id"":""28"",""#temperature"":""1.0"",""prompt_image"":""prompt_7.png"",""#llm_provider"":""gemini"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_7_run_0_temp_1.0_model_gemini-2.0-flash-001_chat_0.png"",""response_image_2"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_7_run_0_temp_1.0_model_gemini-2.0-flash-001_chat_1.png"",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/7ad4bd6a-119a-49d3-87cd-a0c9626d1e4c.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/5e37954e-acad-455f-a2c5-f42deb3b0840.png"",""2"":""https://panoptes-uploads.zooniverse.org/subject_location/e2759820-3bd3-4641-b5d5-5f86932b2df1.png""}",0,,,2025-05-04 13:36:54 UTC,2025-05-04 13:36:54 UTC
109176504,30120,,127968,"{""#date_run"":""2025-05-04 11:29:04"",""prompt_id"":""7"",""#llm_model"":""openai/gpt-4.1"",""response_id"":""29"",""#temperature"":""1.0"",""prompt_image"":""prompt_7.png"",""#llm_provider"":""openai"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_7_run_0_temp_1.0_model_gpt-4.1_chat_0.png"",""response_image_2"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_7_run_0_temp_1.0_model_gpt-4.1_chat_2.png"",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/5a0f1f9c-2993-4b41-9a2a-b663dc4e3d8b.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/71a0ca52-99f7-4c2c-8750-e311ae7fa45a.png"",""2"":""https://panoptes-uploads.zooniverse.org/subject_location/a5dec4c9-f674-4ed9-9f46-ad0feaabb423.png""}",0,,,2025-05-04 13:36:55 UTC,2025-05-04 13:36:55 UTC
